EID,PetID,ExaminationDate,Symptoms,Diagnoses,FollowUpDate
SRV50082,PET100768,2022-10-04 08:51:52,Chảy máu cam liên tục - nước tiểu đỏ,Tắc đường tiêu hóa hoặc xoắn dạ dày,2022-10-27
SRV26798,PET81412,2021-03-02 23:26:30,Ho kéo dài - khó thở - chảy nước mũi,Thiếu máu do sốc mất máu hoặc ký sinh,2021-03-15
SRV63909,PET23680,2024-12-18 03:10:38,Lờ đờ - mất sinh lực,Viêm dạ dày ruột cấp do vi khuẩn,2025-01-13
SRV168480,PET03777,2022-03-25 06:25:03,Bụng căng như quả bóng - đau nhiều,Tắc đường tiêu hóa hoặc xoắn dạ dày,2022-04-22
SRV190934,PET54650,2024-11-02 13:04:07,Tiêu chảy nặng - nôn - bỏ ăn hoàn toàn,Chấn thương cột sống lưng thắt lưng,2024-11-04
SRV155856,PET29118,2023-03-14 12:35:48,Bụng căng như quả bóng - đau nhiều,Viêm mống mắt - cần chỉ định nhanh,2023-04-11
SRV85001,PET68356,2024-10-05 00:00:12,Bụng căng như quả bóng - đau nhiều,Bệnh đĩa đệm (bệnh IVDD),2024-10-12
SRV182719,PET05035,2022-10-25 20:56:27,Mắt đỏ - phù nề - khó mở mắt,Viêm tai ngoài do nấm Malassezia,2022-11-04
SRV170277,PET00643,2022-01-30 00:27:33,Lờ đờ - mất sinh lực,Viêm tai ngoài do nấm Malassezia,2022-02-14
SRV27817,PET84208,2022-01-20 11:34:01,Ho kéo dài - khó thở - chảy nước mũi,Tổn thương thần kinh ngoại biên,2022-01-21
SRV29724,PET12122,2023-12-22 15:43:53,Sốt cao (38-39°C) - bỏ ăn - mệt mỏi,Nhiễm trùng vết mổ sau phẫu thuật,2023-12-28
SRV179976,PET73034,2021-04-02 10:50:29,Liệt chi sau - không đứng được,Tắc đường tiêu hóa hoặc xoắn dạ dày,2021-04-11
SRV179062,PET52806,2021-06-06 06:23:20,Chảy máu cam liên tục - nước tiểu đỏ,Xuất huyết nội bộ - cấp cứu,2021-06-15
SRV157168,PET104810,2024-11-23 12:13:48,Sốt cao (38-39°C) - bỏ ăn - mệt mỏi,Viêm dạ dày ruột cấp do vi khuẩn,2024-12-13
SRV146560,PET34658,2023-02-21 03:30:28,Hôi miệng kinh khủng - nướu sưng tấy,Suy thận cấp - cần xét nghiệm ngay,2023-03-09
SRV51612,PET36830,2022-02-02 16:15:06,Tê liệt mặt - miệng méo,Thiếu máu do sốc mất máu hoặc ký sinh,2022-03-02
SRV71272,PET42299,2023-11-12 08:04:42,Liệt chi sau - không đứng được,Nhiễm trùng vết mổ sau phẫu thuật,2023-12-01
SRV166506,PET118505,2022-03-21 08:42:43,Bụng căng như quả bóng - đau nhiều,Viêm tai ngoài do nấm Malassezia,2022-04-12
SRV154475,PET13885,2024-10-11 11:02:33,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Viêm đường hô hấp cấp tính,2024-10-26
SRV98552,PET30844,2023-01-14 08:29:33,Ho kéo dài - khó thở - chảy nước mũi,Suy thận cấp - cần xét nghiệm ngay,2023-02-02
SRV41368,PET17456,2023-04-21 01:47:02,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Nhiễm trùng vết mổ sau phẫu thuật,2023-04-27
SRV147017,PET99579,2023-12-31 05:45:25,Mắt đỏ - phù nề - khó mở mắt,Chấn thương cột sống lưng thắt lưng,2024-01-29
SRV158196,PET19715,2021-01-01 23:26:35,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Viêm đường hô hấp cấp tính,2021-01-24
SRV150339,PET101522,2023-05-30 14:08:41,Mắt đỏ - phù nề - khó mở mắt,Suy thận cấp - cần xét nghiệm ngay,2023-06-12
SRV44603,PET116334,2021-06-23 09:23:58,Ho kéo dài - khó thở - chảy nước mũi,Nhiễm trùng vết mổ sau phẫu thuật,2021-06-30
SRV179217,PET117049,2022-10-03 19:05:22,Chảy máu cam liên tục - nước tiểu đỏ,Tắc đường tiêu hóa hoặc xoắn dạ dày,2022-10-21
SRV93574,PET119610,2022-05-14 09:48:50,Tiêu chảy nặng - nôn - bỏ ăn hoàn toàn,Suy thận cấp - cần xét nghiệm ngay,2022-05-26
SRV130945,PET112908,2022-05-18 01:34:08,Ho kéo dài - khó thở - chảy nước mũi,Bệnh nha chu giai đoạn cuối,2022-05-20
SRV186779,PET41681,2024-06-26 02:08:12,Ngứa dữ dội - chảy máu tai từ gãi,Suy thận cấp - cần xét nghiệm ngay,2024-07-26
SRV54931,PET59175,2023-03-31 05:57:29,Mắt đỏ - phù nề - khó mở mắt,Viêm dạ dày ruột cấp do vi khuẩn,2023-04-15
SRV168852,PET84251,2023-11-25 11:45:11,Chảy máu cam liên tục - nước tiểu đỏ,Xuất huyết nội bộ - cấp cứu,2023-12-09
SRV99996,PET112454,2024-03-10 00:55:18,Tê liệt mặt - miệng méo,Thiếu máu do sốc mất máu hoặc ký sinh,2024-04-03
SRV17719,PET79232,2024-03-07 12:53:01,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Bệnh nha chu giai đoạn cuối,2024-03-14
SRV96871,PET74065,2024-12-30 00:22:56,Mắt đỏ - phù nề - khó mở mắt,Viêm tai ngoài do nấm Malassezia,2025-01-28
SRV164023,PET17846,2021-11-14 22:46:00,Mắt đỏ - phù nề - khó mở mắt,Viêm đường hô hấp cấp tính,2021-11-23
SRV155585,PET73920,2022-10-26 06:44:18,Lờ đờ - mất sinh lực,Bệnh nha chu giai đoạn cuối,2022-11-04
SRV96100,PET27637,2021-07-22 13:17:01,Tê liệt mặt - miệng méo,Tắc đường tiêu hóa hoặc xoắn dạ dày,2021-08-17
SRV95860,PET93275,2022-01-11 02:36:35,Liệt chi sau - không đứng được,Bệnh nha chu giai đoạn cuối,2022-01-24
SRV115530,PET19038,2021-01-17 11:45:35,Sốt cao (38-39°C) - bỏ ăn - mệt mỏi,Suy thận cấp - cần xét nghiệm ngay,2021-02-06
SRV13331,PET34332,2024-05-22 09:04:00,Chảy máu cam liên tục - nước tiểu đỏ,Thiếu máu do sốc mất máu hoặc ký sinh,2024-06-20
SRV135805,PET62457,2023-11-06 07:47:16,Sốt cao (38-39°C) - bỏ ăn - mệt mỏi,Thiếu máu do sốc mất máu hoặc ký sinh,2023-11-12
SRV184856,PET101581,2024-05-23 06:22:18,Ho kéo dài - khó thở - chảy nước mũi,Viêm dạ dày ruột cấp do vi khuẩn,2024-06-12
SRV100424,PET29055,2022-08-22 04:30:11,Ho kéo dài - khó thở - chảy nước mũi,Xuất huyết nội bộ - cấp cứu,2022-09-02
SRV103643,PET75052,2021-04-30 12:47:57,Chảy máu cam liên tục - nước tiểu đỏ,Virus Parvovirus (parvo) - nguy hiểm,2021-05-01
SRV115982,PET106292,2022-10-23 00:44:14,Sốt cao (38-39°C) - bỏ ăn - mệt mỏi,Bệnh nha chu giai đoạn cuối,2022-11-03
SRV131638,PET24134,2023-10-17 18:15:47,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Tắc đường tiêu hóa hoặc xoắn dạ dày,2023-10-20
SRV141875,PET50762,2021-05-16 07:26:07,Chảy máu cam liên tục - nước tiểu đỏ,Bệnh đĩa đệm (bệnh IVDD),2021-06-15
SRV18199,PET107379,2021-06-27 05:30:52,Lờ đờ - mất sinh lực,Chấn thương cột sống lưng thắt lưng,2021-07-14
SRV117511,PET11229,2021-01-27 03:06:00,Ngứa dữ dội - chảy máu tai từ gãi,Chấn thương cột sống lưng thắt lưng,2021-02-11
SRV27646,PET117153,2023-10-26 18:04:20,Tiêu chảy nặng - nôn - bỏ ăn hoàn toàn,Bệnh đĩa đệm (bệnh IVDD),2023-11-06
SRV121084,PET92479,2024-01-30 10:38:06,Ho kéo dài - khó thở - chảy nước mũi,Thiếu máu do sốc mất máu hoặc ký sinh,2024-02-23
SRV47910,PET67482,2024-12-21 15:02:48,Hôi miệng kinh khủng - nướu sưng tấy,Viêm tụy cấp (Pancreatitis),2024-12-29
SRV145224,PET54670,2024-04-10 11:09:32,Liệt chi sau - không đứng được,Viêm tai ngoài do nấm Malassezia,2024-04-11
SRV135698,PET41768,2024-01-23 04:24:01,Mắt đỏ - phù nề - khó mở mắt,Tắc đường tiêu hóa hoặc xoắn dạ dày,2024-02-03
SRV199135,PET00335,2024-03-10 06:40:57,Mắt đỏ - phù nề - khó mở mắt,Viêm tai ngoài do nấm Malassezia,2024-03-26
SRV110136,PET88139,2023-10-22 11:23:08,Ngứa dữ dội - chảy máu tai từ gãi,Bệnh nha chu giai đoạn cuối,2023-11-07
SRV31715,PET36617,2024-12-14 05:14:54,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Tổn thương thần kinh ngoại biên,2025-01-04
SRV99792,PET112511,2023-12-03 04:13:03,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Xuất huyết nội bộ - cấp cứu,2023-12-29
SRV24422,PET99473,2022-10-03 11:40:09,Chảy máu cam liên tục - nước tiểu đỏ,Viêm mống mắt - cần chỉ định nhanh,2022-10-22
SRV117341,PET22391,2024-12-02 02:32:19,Liệt chi sau - không đứng được,Viêm dạ dày ruột cấp do vi khuẩn,2024-12-13
SRV177749,PET01426,2021-05-21 01:31:57,Mắt đỏ - phù nề - khó mở mắt,Xuất huyết nội bộ - cấp cứu,2021-06-07
SRV31754,PET26955,2024-04-24 04:04:23,Liệt chi sau - không đứng được,Viêm đường hô hấp cấp tính,2024-05-09
SRV56240,PET76959,2022-06-28 04:08:53,Bụng căng như quả bóng - đau nhiều,Nhiễm trùng vết mổ sau phẫu thuật,2022-07-25
SRV155328,PET10666,2024-11-15 00:05:31,Chảy máu cam liên tục - nước tiểu đỏ,Suy thận cấp - cần xét nghiệm ngay,2024-12-14
SRV129895,PET66060,2023-12-02 19:48:26,Liệt chi sau - không đứng được,Viêm đường hô hấp cấp tính,2023-12-12
SRV129541,PET63424,2021-07-23 13:44:39,Bụng căng như quả bóng - đau nhiều,Bệnh nha chu giai đoạn cuối,2021-08-15
SRV120779,PET03270,2021-03-15 07:32:09,Hôi miệng kinh khủng - nướu sưng tấy,Chấn thương cột sống lưng thắt lưng,2021-03-19
SRV52343,PET07473,2023-05-21 10:27:23,Lờ đờ - mất sinh lực,Suy thận cấp - cần xét nghiệm ngay,2023-06-08
SRV156245,PET20024,2022-11-28 08:33:36,Ngứa dữ dội - chảy máu tai từ gãi,Thiếu máu do sốc mất máu hoặc ký sinh,2022-12-27
SRV97140,PET52422,2024-08-28 12:04:12,Hôi miệng kinh khủng - nướu sưng tấy,Bệnh đĩa đệm (bệnh IVDD),2024-09-25
SRV70003,PET56853,2023-04-24 10:51:11,Hôi miệng kinh khủng - nướu sưng tấy,Nhiễm trùng vết mổ sau phẫu thuật,2023-05-10
SRV41199,PET93696,2023-04-04 01:43:39,Chảy máu cam liên tục - nước tiểu đỏ,Thiếu máu do sốc mất máu hoặc ký sinh,2023-04-18
SRV11994,PET101020,2022-02-12 06:27:21,Hôi miệng kinh khủng - nướu sưng tấy,Tổn thương thần kinh ngoại biên,2022-02-14
SRV116749,PET45353,2022-10-06 04:57:03,Lờ đờ - mất sinh lực,Thiếu máu do sốc mất máu hoặc ký sinh,2022-10-24
SRV105203,PET08550,2023-04-19 23:56:34,Lờ đờ - mất sinh lực,Chấn thương cột sống lưng thắt lưng,2023-05-06
SRV199631,PET47983,2022-10-03 16:55:12,Lờ đờ - mất sinh lực,Viêm mống mắt - cần chỉ định nhanh,2022-10-23
SRV63057,PET56152,2022-07-20 00:16:16,Chảy máu cam liên tục - nước tiểu đỏ,Chấn thương cột sống lưng thắt lưng,2022-08-02
SRV39551,PET13653,2023-07-02 03:00:56,Tiêu chảy nặng - nôn - bỏ ăn hoàn toàn,Viêm mống mắt - cần chỉ định nhanh,2023-07-22
SRV117314,PET85296,2022-09-20 19:02:57,Chảy máu cam liên tục - nước tiểu đỏ,Viêm mống mắt - cần chỉ định nhanh,2022-10-01
SRV149785,PET55872,2021-11-16 22:54:37,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Xuất huyết nội bộ - cấp cứu,2021-11-18
SRV130236,PET32904,2021-06-02 19:44:19,Ngứa dữ dội - chảy máu tai từ gãi,Virus Parvovirus (parvo) - nguy hiểm,2021-06-22
SRV193688,PET114647,2021-06-24 07:51:19,Liệt chi sau - không đứng được,Suy thận cấp - cần xét nghiệm ngay,2021-07-24
SRV26150,PET17460,2022-01-03 13:49:43,Mắt đỏ - phù nề - khó mở mắt,Viêm mống mắt - cần chỉ định nhanh,2022-01-04
SRV158414,PET23663,2021-10-21 04:58:38,Hôi miệng kinh khủng - nướu sưng tấy,Chấn thương cột sống lưng thắt lưng,2021-11-15
SRV69712,PET62974,2021-08-01 15:48:54,Liệt chi sau - không đứng được,Viêm dạ dày ruột cấp do vi khuẩn,2021-08-17
SRV105332,PET90701,2021-08-26 16:49:18,Tê liệt mặt - miệng méo,Suy thận cấp - cần xét nghiệm ngay,2021-09-15
SRV84804,PET33960,2024-02-26 11:09:37,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Virus Parvovirus (parvo) - nguy hiểm,2024-03-05
SRV119487,PET80595,2023-07-26 21:32:27,Bụng căng như quả bóng - đau nhiều,Viêm tai ngoài do nấm Malassezia,2023-08-24
SRV62653,PET94241,2024-06-12 18:23:29,Hôi miệng kinh khủng - nướu sưng tấy,Viêm mống mắt - cần chỉ định nhanh,2024-06-29
SRV152788,PET07960,2022-05-18 21:51:27,Bụng căng như quả bóng - đau nhiều,Tắc đường tiêu hóa hoặc xoắn dạ dày,2022-05-26
SRV131620,PET90459,2024-09-13 13:31:02,Liệt chi sau - không đứng được,Xuất huyết nội bộ - cấp cứu,2024-09-26
SRV184367,PET62592,2021-12-23 17:29:28,Sốt cao (38-39°C) - bỏ ăn - mệt mỏi,Tổn thương thần kinh ngoại biên,2022-01-20
SRV98796,PET62278,2022-06-24 01:01:54,Ngứa dữ dội - chảy máu tai từ gãi,Bệnh đĩa đệm (bệnh IVDD),2022-07-18
SRV157232,PET50082,2021-09-06 09:08:19,Tiêu chảy nặng - nôn - bỏ ăn hoàn toàn,Thiếu máu do sốc mất máu hoặc ký sinh,2021-09-28
SRV104585,PET35023,2023-01-29 07:17:23,Ho kéo dài - khó thở - chảy nước mũi,Tắc đường tiêu hóa hoặc xoắn dạ dày,2023-01-31
SRV184823,PET100127,2023-03-09 18:20:25,Hôi miệng kinh khủng - nướu sưng tấy,Viêm mống mắt - cần chỉ định nhanh,2023-03-12
SRV78303,PET74132,2021-05-06 16:17:09,Ngứa dữ dội - chảy máu tai từ gãi,Bệnh đĩa đệm (bệnh IVDD),2021-05-23
SRV170029,PET18300,2023-05-20 07:59:29,Ngứa dữ dội - chảy máu tai từ gãi,Tắc đường tiêu hóa hoặc xoắn dạ dày,2023-06-02
SRV117376,PET113795,2021-06-19 16:08:20,Lờ đờ - mất sinh lực,Bệnh đĩa đệm (bệnh IVDD),2021-07-19
SRV63451,PET98989,2021-11-13 03:12:28,Tiêu chảy nặng - nôn - bỏ ăn hoàn toàn,Xuất huyết nội bộ - cấp cứu,2021-11-23
SRV62759,PET90590,2023-06-09 09:47:47,Mắt đỏ - phù nề - khó mở mắt,Bệnh đĩa đệm (bệnh IVDD),2023-06-25
SRV43326,PET40868,2021-02-03 18:48:42,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Xuất huyết nội bộ - cấp cứu,2021-02-27
SRV26839,PET13926,2024-01-12 00:28:08,Ho kéo dài - khó thở - chảy nước mũi,Suy thận cấp - cần xét nghiệm ngay,2024-01-24
SRV124115,PET03258,2022-08-17 19:57:22,Sốt cao (38-39°C) - bỏ ăn - mệt mỏi,Viêm tai ngoài do nấm Malassezia,2022-09-15
SRV7830,PET112701,2021-08-30 23:43:05,Bụng căng như quả bóng - đau nhiều,Virus Parvovirus (parvo) - nguy hiểm,2021-09-29
SRV191157,PET93807,2022-03-11 16:37:45,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Thiếu máu do sốc mất máu hoặc ký sinh,2022-03-13
SRV123548,PET29109,2022-06-07 14:04:58,Tiêu chảy nặng - nôn - bỏ ăn hoàn toàn,Virus Parvovirus (parvo) - nguy hiểm,2022-06-13
SRV3323,PET20592,2024-06-11 04:41:11,Hôi miệng kinh khủng - nướu sưng tấy,Suy thận cấp - cần xét nghiệm ngay,2024-07-04
SRV152232,PET13155,2024-01-07 20:30:35,Hôi miệng kinh khủng - nướu sưng tấy,Viêm dạ dày ruột cấp do vi khuẩn,2024-01-09
SRV121095,PET71259,2023-05-11 03:37:46,Mắt đỏ - phù nề - khó mở mắt,Viêm dạ dày ruột cấp do vi khuẩn,2023-05-23
SRV42414,PET44845,2021-04-13 13:39:38,Tiêu chảy nặng - nôn - bỏ ăn hoàn toàn,Suy thận cấp - cần xét nghiệm ngay,2021-04-16
SRV196577,PET02869,2022-03-30 09:21:48,Lờ đờ - mất sinh lực,Viêm tai ngoài do nấm Malassezia,2022-04-15
SRV172814,PET28032,2022-03-01 17:47:16,Liệt chi sau - không đứng được,Bệnh nha chu giai đoạn cuối,2022-03-03
SRV62835,PET34011,2023-02-19 22:04:07,Bụng căng như quả bóng - đau nhiều,Viêm tai ngoài do nấm Malassezia,2023-03-13
SRV97862,PET54803,2024-08-19 03:57:05,Tê liệt mặt - miệng méo,Bệnh nha chu giai đoạn cuối,2024-08-31
SRV140409,PET45799,2024-03-09 15:11:21,Ngứa dữ dội - chảy máu tai từ gãi,Viêm đường hô hấp cấp tính,2024-03-16
SRV129629,PET46522,2022-12-02 22:15:53,Ngứa dữ dội - chảy máu tai từ gãi,Tổn thương thần kinh ngoại biên,2022-12-03
SRV195362,PET18226,2023-09-14 12:34:52,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Viêm dạ dày ruột cấp do vi khuẩn,2023-09-28
SRV151669,PET08108,2024-06-15 05:37:01,Liệt chi sau - không đứng được,Virus Parvovirus (parvo) - nguy hiểm,2024-06-16
SRV181596,PET72853,2021-05-28 20:14:37,Lờ đờ - mất sinh lực,Viêm dạ dày ruột cấp do vi khuẩn,2021-06-04
SRV114232,PET29617,2021-09-17 02:24:14,Ho kéo dài - khó thở - chảy nước mũi,Suy thận cấp - cần xét nghiệm ngay,2021-10-14
SRV122143,PET52759,2024-04-04 07:44:54,Lờ đờ - mất sinh lực,Xuất huyết nội bộ - cấp cứu,2024-04-30
SRV125424,PET87497,2021-05-29 21:19:25,Ngứa dữ dội - chảy máu tai từ gãi,Suy thận cấp - cần xét nghiệm ngay,2021-06-19
SRV191407,PET84871,2021-11-26 14:35:58,Mắt đỏ - phù nề - khó mở mắt,Virus Parvovirus (parvo) - nguy hiểm,2021-12-26
SRV13899,PET13418,2024-04-27 00:22:58,Chảy máu cam liên tục - nước tiểu đỏ,Viêm đường hô hấp cấp tính,2024-05-22
SRV199945,PET03850,2024-11-28 15:49:39,Sốt cao (38-39°C) - bỏ ăn - mệt mỏi,Chấn thương cột sống lưng thắt lưng,2024-12-09
SRV83320,PET92739,2023-03-12 11:49:32,Tiêu chảy nặng - nôn - bỏ ăn hoàn toàn,Bệnh nha chu giai đoạn cuối,2023-04-03
SRV14370,PET02594,2024-12-29 22:09:07,Tê liệt mặt - miệng méo,Suy thận cấp - cần xét nghiệm ngay,2024-12-30
SRV14184,PET117024,2021-03-30 02:42:35,Sốt cao (38-39°C) - bỏ ăn - mệt mỏi,Thiếu máu do sốc mất máu hoặc ký sinh,2021-04-08
SRV169374,PET18676,2023-09-28 12:25:22,Liệt chi sau - không đứng được,Thiếu máu do sốc mất máu hoặc ký sinh,2023-10-23
SRV127523,PET09555,2022-09-14 11:15:42,Ngứa dữ dội - chảy máu tai từ gãi,Tắc đường tiêu hóa hoặc xoắn dạ dày,2022-09-15
SRV177548,PET66769,2024-10-08 19:06:44,Hôi miệng kinh khủng - nướu sưng tấy,Viêm dạ dày ruột cấp do vi khuẩn,2024-10-13
SRV18284,PET03466,2023-11-12 08:14:00,Bụng căng như quả bóng - đau nhiều,Nhiễm trùng vết mổ sau phẫu thuật,2023-12-12
SRV161111,PET24583,2021-06-12 02:27:44,Liệt chi sau - không đứng được,Xuất huyết nội bộ - cấp cứu,2021-07-06
SRV94895,PET44990,2024-10-26 07:05:05,Tiêu chảy nặng - nôn - bỏ ăn hoàn toàn,Viêm dạ dày ruột cấp do vi khuẩn,2024-10-29
SRV112521,PET111315,2023-01-30 22:55:15,Tê liệt mặt - miệng méo,Viêm tai ngoài do nấm Malassezia,2023-02-07
SRV168177,PET110587,2023-11-02 02:07:41,Bụng căng như quả bóng - đau nhiều,Tắc đường tiêu hóa hoặc xoắn dạ dày,2023-11-19
SRV33756,PET63464,2024-10-28 03:43:15,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Thiếu máu do sốc mất máu hoặc ký sinh,2024-11-12
SRV54500,PET60649,2023-06-02 02:36:21,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Tắc đường tiêu hóa hoặc xoắn dạ dày,2023-07-01
SRV62576,PET23204,2024-08-19 01:40:57,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Bệnh đĩa đệm (bệnh IVDD),2024-08-31
SRV196848,PET73708,2022-03-30 11:43:23,Tiêu chảy nặng - nôn - bỏ ăn hoàn toàn,Bệnh đĩa đệm (bệnh IVDD),2022-04-03
SRV160232,PET39526,2021-01-13 19:38:22,Tê liệt mặt - miệng méo,Viêm tụy cấp (Pancreatitis),2021-01-20
SRV75823,PET10566,2022-12-10 22:46:38,Ngứa dữ dội - chảy máu tai từ gãi,Bệnh đĩa đệm (bệnh IVDD),2023-01-07
SRV127931,PET45175,2021-06-03 12:52:27,Hôi miệng kinh khủng - nướu sưng tấy,Viêm đường hô hấp cấp tính,2021-06-26
SRV76504,PET45004,2023-10-18 09:47:18,Tiêu chảy nặng - nôn - bỏ ăn hoàn toàn,Nhiễm trùng vết mổ sau phẫu thuật,2023-11-06
